RNA1_ratio_scaled_ALT	RNA2_ratio_scaled_ALT	RNA3_ratio_scaled_ALT	RNA4_ratio_scaled_ALT	Coding_ALT	Active_ALT	RNA1_ratio_scaled_REF	RNA2_ratio_scaled_REF	RNA3_ratio_scaled_REF	RNA4_ratio_scaled_REF	Coding_REF	Active_REF	C1	C2	qvalue	pvalue	REF	ALT	fold	qvalue_0_05	fold_1_5	active	final_sig
chr10:103695890-103696061	-0.317293073620935	-0.534420775094412	-0.366836981026498	-0.200539221036881	FALSE	0	0.143069149520839	0.106670837109468	0.217467540719215	-0.057814415619521	FALSE	1	0.1023482779325	0.1023482779325	0.0108229930111329	0.00253543022810953	0.1023482779325	-0.354772512694682	-0.457120790627182	1	0	1	0
chr10:103750533-103750704	-0.0974197529467292	0.216753620683381	-0.00429013925898106	0.00225576975286623	FALSE	0	0.0911479718718915	0.0431761861211266	0.168335048346007	0.0459207404910913	FALSE	0	0.0871449867075291	0.0871449867075291	0.575350926266872	0.469354756083052	0.0871449867075291	0.0293248745576342	-0.0578201121498949	0	0	0	0
chr10:103777246-103777417	-0.155846549712485	-0.160964938402165	-0.176877183191841	-0.165797701574126	FALSE	0	-0.446990615150609	-0.0430777954626261	-0.0417592031818978	-0.187620732862013	FALSE	0	-0.179862086664287	-0.179862086664287	0.916253189585698	0.885197340180787	-0.179862086664287	-0.164871593220154	0.0149904934441323	0	0	0	0
chr10:104608979-104609150	0.389907466922714	0.230106800435981	0.418100170494148	0.0183514016110459	FALSE	1	-0.0553886434044238	0.0481211108025769	-0.00688177774921962	0.0111455640828211	FALSE	0	-0.000750936567061355	-0.000750936567061355	0.116169333984756	0.0597051983979761	-0.000750936567061355	0.264116459865972	0.264867396433034	0	0	1	0
chr10:104805726-104805897	0.827383761631898	1.26832635873633	1.15773462792702	1.15858595512123	FALSE	1	-0.0136289327769866	0.145756447066154	-0.0694073410518168	0.0907354146298366	FALSE	0	0.0383638969667967	0.0383638969667967	0.00291815904671973	0.000327006063340048	0.0383638969667967	1.10300767585412	1.06464377888732	1	2	1	2
chr10:106766022-106766193	-0.733978198387927	-0.742565701523544	-0.599846338622447	-0.469809470777319	FALSE	0	0.433660855946906	0.496090002348061	0.651877919767416	0.61903291194906	FALSE	1	0.550165422502861	0.550165422502861	0.000440591533418464	1.04636679599036e-05	0.550165422502861	-0.63654992732781	-1.18671534983067	1	1	1	1
chr10:107654240-107654411	-0.0525756869744648	-0.143877469258252	0.193520449747618	-0.0847273439450118	FALSE	0	0.0417468172097052	0.222489166580903	0.00336524249865181	0.0140055609765559	FALSE	0	0.0704016968164541	0.0704016968164541	0.462615724278375	0.3506151454238	0.0704016968164541	-0.0219150126075277	-0.0923167094239818	0	0	0	0
chr10:10787763-10787934	0.171392617391444	0.091620284366898	0.15653454678553	0.223756009000485	FALSE	1	-1.10775627466976	-1.09353743342544	-0.943342435833268	-0.641495730627895	FALSE	0	-0.946532968639092	-0.946532968639092	0.00675197403992835	0.00129683983750526	-0.946532968639092	0.160825864386089	1.10735883302518	1	2	1	2
chr10:10812424-10812595	-0.297641443002589	-0.571890699632608	-0.4565685066984	-0.357528993978586	FALSE	0	-0.15877835509616	-0.296277535423218	-0.374302246504182	-0.105060636584097	FALSE	0	-0.233604693401914	-0.233604693401914	0.134855332039921	0.072760312882964	-0.233604693401914	-0.420907410828046	-0.187302717426131	0	0	0	0
chr10:109897369-109897540	0.0298342075398484	0.0848498366715233	0.0480553694224125	0.00992477549549876	FALSE	0	0.334702260764205	0.0229296961041524	-0.0964435449580481	-0.0763683134270095	FALSE	0	0.046205024620825	0.046205024620825	0.985964164256448	0.977780002413416	0.046205024620825	0.0431660472823207	-0.00303897733850424	0	0	0	0
chr10:110083258-110083429	-0.0592375215266972	0.192346496220965	0.066046624483357	0.0983302730437855	FALSE	0	0.795186535379812	0.485542353601663	0.532314938466244	0.5828292321099	FALSE	1	0.598968264889405	0.598968264889405	0.00617944010393877	0.00113273112350272	0.598968264889405	0.0743714680553526	-0.524596796834052	1	0	1	0
chr10:110221793-110221964	0.157535091381559	0.147933376350962	0.0252487391530247	0.183147470961322	FALSE	1	0.353644515730506	0.283146483675168	0.24522833968639	0.125648307678697	FALSE	1	0.25191691169269	0.25191691169269	0.154636381336839	0.0865350466923007	0.25191691169269	0.128466169461717	-0.123450742230973	0	0	1	0
chr10:110222231-110222402	0.244847052900284	-0.187096331852978	0.040846749987145	-0.0616935395875338	FALSE	0	-0.188751427263792	0.0537488720601998	-0.0457940708381779	0.00484397480269728	FALSE	0	-0.0439881628097683	-0.0439881628097683	0.721301321840714	0.635649908248838	-0.0439881628097683	0.00922598286172924	0.0532141456714975	0	0	0	0
chr10:110630026-110630197	0.0126528347503915	0.412245770113268	0.223334622316191	0.242275050008054	FALSE	1	0.22643852131446	0.294710384847601	0.237381151926512	0.0852811008147822	FALSE	1	0.210952789725839	0.210952789725839	0.931757603199639	0.905547221002185	0.210952789725839	0.222627069296976	0.0116742795711372	0	0	1	0
chr10:11066749-11066920	-0.279611840269648	-0.914462550999133	-0.730580556582786	-0.519285948073277	FALSE	0	-0.169442391067429	0.192144073510204	-0.0552707011546825	-0.0731238565488764	FALSE	0	-0.026423218815196	-0.026423218815196	0.0403333393693125	0.0151215148292604	-0.026423218815196	-0.610985223981211	-0.584562005166015	1	1	0	0
chr10:110703493-110703664	0.502732051911219	0.129665468501351	0.70264291669508	0.255664397623299	FALSE	1	0.235634183187603	-0.127293586278147	-0.380823714309	-0.408388076375686	FALSE	0	-0.170217798443808	-0.170217798443808	0.0651181599248201	0.0284826260957768	-0.170217798443808	0.397676208682737	0.567894007126545	0	0	1	0
chr10:110742265-110742436	0.193179464248778	0.0269452431447731	0.41127738547451	0.274792910154034	FALSE	1	0.510779666959552	0.790994520937498	0.622294206842106	0.425249282784817	FALSE	1	0.587329419380993	0.587329419380993	0.0469540274746171	0.0185347694342966	0.587329419380993	0.226548750755524	-0.36078066862547	1	0	1	0
chr10:110845744-110845915	0.0894126152057889	0.119380608988573	0.0126559359985528	0.109717126024206	FALSE	0	-0.0389999708622087	0.0202130248690508	-0.245058236956223	0.011906595739423	FALSE	0	-0.0629846468024895	-0.0629846468024895	0.16693759524691	0.0958438118895103	-0.0629846468024895	0.0827915715542802	0.14577621835677	0	0	0	0
chr10:11172537-11172708	0.108185007693241	0.027507032840607	-0.159445607973046	-0.017175480098331	FALSE	0	-0.151460315528746	-0.460266853412824	-0.695172135091244	-0.129533653069899	FALSE	0	-0.359108239275678	-0.359108239275678	0.138856386739929	0.0754953562215246	-0.359108239275678	-0.0102322618843822	0.348875977391296	0	0	0	0
chr10:111972350-111972521	-0.0715585580333267	0.0529064375933798	-0.099302390238491	-0.100692775844409	FALSE	0	0.143444675070079	-0.180000801526727	-0.217624878552185	-0.14675853748399	FALSE	0	-0.100234885623206	-0.100234885623206	0.723061205476175	0.639201443808082	-0.100234885623206	-0.0546618216307118	0.045573063992494	0	0	0	0
chr10:113002073-113002244	-0.242309085617148	-0.434841261183816	0.00547464248047005	-0.217174208846648	FALSE	0	-0.374817172579802	0.126961688473396	0.284244635186523	-0.0890778229230575	FALSE	0	-0.0131721679607351	-0.0131721679607351	0.375825870823831	0.270019232992174	-0.0131721679607351	-0.222212478291786	-0.20904031033105	0	0	0	0
chr10:113063864-113064035	0.109102648280798	-0.215780906076517	0.0506171167345685	-0.0630063464382919	FALSE	0	-0.148418169177822	0.0385443417901275	-0.38907708559707	-0.186254570336628	FALSE	0	-0.171301370830348	-0.171301370830348	0.364854441483394	0.259360443415565	-0.171301370830348	-0.0297668718748606	0.141534498955488	0	0	0	0
chr10:113658645-113658816	0.0796257995722002	0.199185692543384	0.02039813130289	-0.0110438352176733	FALSE	0	-0.241280570530882	0.103663265588453	0.130209279853492	0.0887465545079563	FALSE	0	0.0203346323547549	0.0203346323547549	0.714050433672676	0.626296483673244	0.0203346323547549	0.0720414470502001	0.0517068146954452	0	0	0	0
chr10:114510168-114510339	-0.117814948680247	0.308461085440078	-0.0740347059461208	-0.0415520731473281	FALSE	0	-1.82774388958433	-1.65277472211326	-1.77563086209704	-1.6882058725562	FALSE	0	-1.73608883658771	-1.73608883658771	0.00122712737533684	8.03560467133183e-05	-1.73608883658771	0.0187648394165956	1.7548536760043	1	2	0	0
chr10:116001376-116001547	-0.160929337133086	-0.0220555031911721	-0.0625605978561038	-0.0148465273330141	FALSE	0	-0.210770916523893	-0.245747381443901	-0.304162899554585	-0.0862466061434654	FALSE	0	-0.211731950916461	-0.211731950916461	0.0944547792831349	0.0457790975451117	-0.211731950916461	-0.065097991378344	0.146633959538117	0	0	0	0
chr10:117594418-117594589	-0.46765477145472	-0.344544498784632	-0.439638752782397	-0.714660467792965	FALSE	0	-0.271928610465452	0.116928987519709	-0.362080503546439	-0.0379168572961891	FALSE	0	-0.138749245947093	-0.138749245947093	0.0901273731342301	0.0433076886354013	-0.138749245947093	-0.491624622703679	-0.352875376756586	0	0	0	0
chr10:11859571-11859742	0.218328516872807	-0.0718181709352246	0.135904160766161	-0.0718089143392907	FALSE	0	-0.212165858629235	0.046391190616818	-0.248659077880136	-0.201105810839897	FALSE	0	-0.153884889183112	-0.153884889183112	0.152239615119655	0.0848778854875089	-0.153884889183112	0.0526513980911132	0.206536287274226	0	0	0	0
chr10:118674406-118674577	-0.369011109567063	-0.500111458869924	-0.24718673165646	-0.412004249501351	FALSE	0	-0.136616829130033	0.116246215544897	-0.185642658716603	0.0982352729893309	FALSE	0	-0.0269444998281021	-0.0269444998281021	0.0334707944509664	0.0119081014152274	-0.0269444998281021	-0.3820783873987	-0.355133887570598	1	0	0	0
chr10:118683914-118684085	-0.424290426427679	-0.159451586211426	-0.250224910070757	-0.339512775033913	FALSE	0	-0.0622170687636605	-0.215695567782891	-0.213069841751776	-0.14270056939211	FALSE	0	-0.158420761922609	-0.158420761922609	0.174874862635784	0.101489515622381	-0.158420761922609	-0.293369924435944	-0.134949162513334	0	0	0	0
chr10:119271146-119271317	-0.122292423070117	-0.196019535401343	0.271900139099298	0.107041195128978	FALSE	0	0.196636946521009	0.234407852522839	0.314991509984133	0.205556889286404	FALSE	1	0.237898299578596	0.237898299578596	0.207552112404783	0.126962359744037	0.237898299578596	0.015157343939204	-0.222740955639392	0	0	1	0
chr10:119360470-119360641	-0.989566429157737	-0.666406209990659	-0.665431907735065	-0.682902572559423	FALSE	0	0.3542542595654	-0.0308343323964856	0.306827853487785	0.021058157421842	FALSE	0	0.162826484519635	0.162826484519635	0.00333771796410415	0.000422505686486783	0.162826484519635	-0.751076779860721	-0.913903264380356	1	1	0	0
chr10:119393525-119393696	-0.149189904656105	0.0379585692326318	-0.155943894996734	-0.107637644087561	FALSE	0	-0.25553872358017	0.000292044847300354	-0.142432668343289	-0.117925686001863	FALSE	0	-0.128901258269505	-0.128901258269505	0.716038820721145	0.629691506163349	-0.128901258269505	-0.0937032186269423	0.035198039642563	0	0	0	0
chr10:119403167-119403338	-0.170696837158031	-0.189402148176471	-0.158901432193059	-0.223991261046449	FALSE	0	-0.322555841588677	-0.278608171909273	-0.0112216471824752	-0.205080658313984	FALSE	0	-0.204366579748602	-0.204366579748602	0.858959704267971	0.806871532208373	-0.204366579748602	-0.185747919643502	0.0186186601050997	0	0	0	0
chr10:119656522-119656693	-0.0230136279706093	0.0941157740017814	0.0967982648165783	-0.290689714341314	FALSE	0	0.191795243793655	0.22756003317929	0.426198714889525	0.226515880761003	FALSE	1	0.268017468155868	0.268017468155868	0.0814322837746091	0.0380029841733477	0.268017468155868	-0.0306973258733908	-0.298714794029259	0	0	1	0
chr10:119671810-119671981	0.287041233866042	0.386770594973745	0.518955742102611	0.387102581177138	FALSE	1	-0.115819822066782	0.35734001181304	0.0311527281318595	0.203023934787632	FALSE	0	0.118924213166437	0.118924213166437	0.128139342275716	0.0679549198141911	0.118924213166437	0.394967538029884	0.276043324863447	0	0	1	0
chr10:119693396-119693567	-0.0313680919766674	-0.16981950205437	0.105938369868587	-0.145574182607792	FALSE	0	-0.041532230186459	0.240524299466525	0.285787319035248	0.20036673533197	FALSE	1	0.171286530911821	0.171286530911821	0.107346525083737	0.0542796701656988	0.171286530911821	-0.0602058516925604	-0.231492382604381	0	0	1	0
chr10:120681101-120681272	-0.528053919628385	-0.505030655260145	-0.292241716782825	-0.138841079949843	FALSE	0	-0.062417258004972	0.367616150197227	-0.227063961837368	-0.126895497588377	FALSE	0	-0.0121901418083724	-0.0121901418083724	0.137409454866681	0.0745502530092921	-0.0121901418083724	-0.3660418429053	-0.353851701096927	0	0	0	0
chr10:12120996-12121167	-0.0613619667877214	-0.0656100965817185	-0.288780405184803	-0.169406616424939	FALSE	0	-0.0142357156675535	-0.0665485048345242	-0.0193237959699979	-0.0686314005698997	FALSE	0	-0.0421848542604938	-0.0421848542604938	0.232430862113913	0.146039681637171	-0.0421848542604938	-0.146289771244795	-0.104104916984302	0	0	0	0
chr10:121339824-121339995	-0.0668425622047824	0.438704088141941	-0.46292793199685	-0.0900221145070886	FALSE	0	-0.00757403435806098	-0.361151048395891	-0.0100480829771029	-0.00908093908250202	FALSE	0	-0.0969635262033893	-0.0969635262033893	0.863493773838431	0.812524346560903	-0.0969635262033893	-0.0452721301416949	0.0516913960616943	0	0	0	0
chr10:121709799-121709970	-0.165107289648565	0.370866504319197	-0.055245238231036	-0.0554637297035427	FALSE	0	-0.015768760222699	-0.000435731886155659	-0.0671521873253931	-0.0246821773145341	FALSE	0	-0.0270097141871955	-0.0270097141871955	0.773127784592946	0.698613739409674	-0.0270097141871955	0.0237625616840135	0.0507722758712089	0	0	0	0
chr10:121795089-121795260	0.0656920383707465	-0.283339998713918	-0.228558846557773	0.0231457263017265	FALSE	0	-0.0671537510072041	0.147345819721589	0.00872097684580574	-0.194458643706294	FALSE	0	-0.0263863995365258	-0.0263863995365258	0.613563281074512	0.51071326831427	-0.0263863995365258	-0.105765270149804	-0.0793788706132785	0	0	0	0
chr10:12181775-12181946	-0.258997432791924	-0.219717879942913	-0.278407281582446	0.0706731071037083	FALSE	0	-0.0706513284280234	-0.155608808397169	0.140269849852776	-0.0703547388464341	FALSE	0	-0.0390862564547127	-0.0390862564547127	0.352957069225268	0.249275421498039	-0.0390862564547127	-0.171612371803394	-0.132526115348681	0	0	0	0
chr10:121920778-121920949	0.0816669797003862	-0.305405783702259	0.025589498845755	0.0938284114508729	FALSE	0	0.0654622160177446	-0.141779594185	-0.284151718634512	0.0310517696009717	FALSE	0	-0.082354331800199	-0.082354331800199	0.747899372370228	0.667194528867976	-0.082354331800199	-0.0260802234263111	0.0562741083738879	0	0	0	0
chr10:121920980-121921151	-0.121596031463183	0.300457934368084	0.269526531102165	-0.00635030086412145	FALSE	0	-0.305388985907295	-0.179142433862467	-0.238715061030521	-0.320043270042903	FALSE	0	-0.260822437710796	-0.260822437710796	0.0711368834282128	0.0318369127816834	-0.260822437710796	0.110509533285736	0.371331970996532	0	0	0	0
chr10:122044186-122044357	-0.176451459293775	0.0229071503921839	0.110683006153463	0.0546462694825541	FALSE	0	0.456306937526501	0.0635948714615171	0.310043604107014	0.0650056113739015	FALSE	1	0.223737756117233	0.223737756117233	0.188524440432092	0.111932311301046	0.223737756117233	0.00294624168360642	-0.220791514433627	0	0	1	0
chr10:122119403-122119574	0.355189368716043	0.201516037635149	0.306944767495799	0.144613548460601	FALSE	1	-0.0500679286463381	0.0560212450424477	-0.0343087765415512	0.203185381144657	FALSE	0	0.0437074802498037	0.0437074802498037	0.0742602863650119	0.0338854292636289	0.0437074802498037	0.252065930576898	0.208358450327094	0	0	1	0
chr10:122390887-122391058	0.136256864287642	0.145326788893088	0.140030843304618	0.133454492558268	FALSE	1	-0.412043649277391	-0.571316619883792	-0.388911275333369	-0.346460018652381	FALSE	0	-0.429682890786733	-0.429682890786733	0.00695415324998065	0.00135651686637852	-0.429682890786733	0.138767247260904	0.568450138047637	1	0	1	0
chr10:124617065-124617236	-0.10568324333264	-0.202965334924443	-0.311149095917247	-0.101592284720976	FALSE	0	-0.0435796318979078	-0.00808089076882442	-0.0834403270501523	-0.0734687433760184	FALSE	0	-0.0521423982732257	-0.0521423982732257	0.139081940826976	0.0756500572771123	-0.0521423982732257	-0.180347489723826	-0.128205091450601	0	0	0	0
chr10:124617742-124617913	-0.154098576723731	-0.0967041793295864	0.0989901822889764	0.0777226125996443	FALSE	0	-0.434567468492979	-0.752217446599448	-0.595649155107642	-0.496629467797165	FALSE	0	-0.569765884499309	-0.569765884499309	0.00608549361722795	0.0010986722394027	-0.569765884499309	-0.0185224902911743	0.551243394208134	1	0	0	0
chr10:124638761-124638932	0.0980655005782226	0.393741519544138	0.0872491538838705	-0.0546163507085045	FALSE	0	0.612976539424917	0.571062599345627	0.560480457280529	0.423400901681037	FALSE	1	0.541980124433027	0.541980124433027	0.0408536696074736	0.0153731124739214	0.541980124433027	0.131109955824432	-0.410870168608596	1	0	1	0
chr10:124742146-124742317	-0.02144856075678	0.246910259817577	0.019367696188607	-0.00245192733417121	FALSE	0	0.0134228976326845	-0.195402114962763	-0.0658011630336339	-0.0476189471038357	FALSE	0	-0.073849831866887	-0.073849831866887	0.218500945961225	0.135171325343317	-0.073849831866887	0.0605943669788082	0.134444198845695	0	0	0	0
chr10:124766969-124767140	-0.0260088165235607	-0.117472066031081	-0.272206761563164	-0.217380743967122	FALSE	0	-0.0046234737112367	0.0783813002584636	-0.143755057741971	-0.0561208399434163	FALSE	0	-0.0315295177845402	-0.0315295177845402	0.209778357025862	0.128614399661463	-0.0315295177845402	-0.158267097021232	-0.126737579236691	0	0	0	0
chr10:125115641-125115812	0.0843935940076305	0.163786833650855	0.180416367808782	0.233540657394314	FALSE	1	-0.293631170898888	-0.0981227609944479	0.0243837154905074	-0.150644842533331	FALSE	0	-0.12950376473404	-0.12950376473404	0.0370290293548949	0.0135753185783451	-0.12950376473404	0.165534363215395	0.295038127949435	1	0	1	0
chr10:125134516-125134687	0.568657132957737	0.289279245155792	0.580599568476317	0.389836901625199	FALSE	1	0.326428587014523	0.234523719133452	0.0497865174302123	0.143844075483223	FALSE	1	0.188645724765352	0.188645724765352	0.0647622996192081	0.0282672430664425	0.188645724765352	0.457093212053761	0.268447487288409	0	0	1	0
chr10:125153287-125153458	-0.0689896559318445	0.0018959377967757	-0.00515829243584053	0.200888828793022	FALSE	0	-0.0577487513064764	-0.172676425107153	0.458751859624955	-0.0910006435910304	FALSE	0	0.0343315099050738	0.0343315099050738	0.992926269956178	0.989492123299654	0.0343315099050738	0.0321592045555281	-0.00217230534954571	0	0	0	0
chr10:125825547-125825718	0.361870188861031	0.279035291586765	0.260784142928603	0.184534946922984	FALSE	1	0.837711702358012	0.674907148450585	1.14112007139047	0.860051232576177	FALSE	1	0.87844753869381	0.87844753869381	0.0170820804951456	0.00480913541262919	0.87844753869381	0.271556142574846	-0.606891396118964	1	1	1	1
chr10:126891653-126891824	-0.0769541134932365	0.1099797515434	0.774731262060223	0.258537215520735	FALSE	1	0.032803107076067	-0.130744505979932	0.0135543142846581	-0.0522254560150321	FALSE	0	-0.0341531351585598	-0.0341531351585598	0.295474299851568	0.198322731581258	-0.0341531351585598	0.266573528907781	0.30072666406634	0	0	1	0
chr10:126894703-126894874	0.125471219978972	-0.0580622932293247	-0.0635821211536634	-0.0594973507692555	FALSE	0	0.334654826828779	0.175986357030548	0.276433389508723	0.197418528177505	FALSE	1	0.246123275386389	0.246123275386389	0.0181278265434802	0.00520804055180454	0.246123275386389	-0.0139176362933179	-0.260040911679707	1	0	1	0
chr10:129275605-129275776	-0.103559108639194	-0.265395102668152	-0.153451019516906	-0.292368093313751	FALSE	0	0.0167561846501906	0.212623533742931	-0.137485231121323	0.11577424250038	FALSE	0	0.0519171824430445	0.0519171824430445	0.073383872199828	0.0332317097072774	0.0519171824430445	-0.203693331034501	-0.255610513477545	0	0	0	0
chr10:130901559-130901730	-0.10418134701497	0.0199206648065646	-0.0844427392153577	-0.00241099311748366	FALSE	0	-0.194631498201661	-0.131518682061769	-0.223928095648669	-0.210990373403141	FALSE	0	-0.19026716232881	-0.19026716232881	0.0270765305994297	0.00905880698634366	-0.19026716232881	-0.0427786036353117	0.147488558693498	1	0	0	0
chr10:130932856-130933027	0.735408712409604	0.634221201915525	0.827090731444022	0.765796102760147	FALSE	1	-1.11742191696363	-1.03978894090817	-1.30631029876271	-0.999258889015388	FALSE	0	-1.11569501141247	-1.11569501141247	0.000218874688042024	3.38127832575872e-06	-1.11569501141247	0.740629187132325	1.8563241985448	1	2	1	2
chr10:131424080-131424251	0.0936333683992963	-0.226111619470742	-0.248316805573286	-0.169229227686786	FALSE	0	0.299466260388119	0.188969940385153	0.127674722986157	0.246640870741132	FALSE	1	0.21568794862514	0.21568794862514	0.0369946705985548	0.0135541922022374	0.21568794862514	-0.137506071082879	-0.35319401970802	1	0	1	0
chr10:131727134-131727305	0.258852904326323	0.315821730161038	0.531122358554678	0.179085181991528	FALSE	1	0.464041664256197	0.567350236516857	0.472567280689162	0.573834049253828	FALSE	1	0.519448307679011	0.519448307679011	0.134043425147492	0.0721677190960094	0.519448307679011	0.321220543758392	-0.19822776392062	0	0	1	0
chr10:132142536-132142707	-0.836824215476577	-0.81394414827725	-0.841791577800253	-0.705975411354925	FALSE	0	-1.11823270455941	-1.11803629376987	-1.19726257649501	-1.17551534879728	FALSE	0	-1.15226173090539	-1.15226173090539	0.00224195418189377	0.000215045639766615	-1.15226173090539	-0.799633838227251	0.352627892678142	1	0	0	0
chr10:132416598-132416769	-0.22855085943772	-0.506142102258826	-0.362824930347832	-0.254032680015396	FALSE	0	0.0335895108015181	-0.0891804049568331	-0.110147578514157	-0.193593802809907	FALSE	0	-0.0898330688698447	-0.0898330688698447	0.0533968411822959	0.0220383550187479	-0.0898330688698447	-0.337887643014943	-0.248054574145099	0	0	0	0
chr10:132465618-132465789	-0.119878673185787	-0.0487598387512265	-0.119561166815971	-0.158285514645074	FALSE	0	-0.607813069382345	-0.421252233406887	-0.259701626686358	-0.43566219920394	FALSE	0	-0.431107282169882	-0.431107282169882	0.0419460545604127	0.0160162938326132	-0.431107282169882	-0.111621298349515	0.319485983820368	1	0	0	0
chr10:132538842-132539013	-0.0404512101252591	0.00837195497944511	-0.350962460360916	-0.308329826181867	FALSE	0	-0.0116271604935884	-0.49965091449758	0.270244433300795	-0.122996402716717	FALSE	0	-0.0910075111017726	-0.0910075111017726	0.754309765916216	0.675522049992756	-0.0910075111017726	-0.172842885422149	-0.0818353743203764	0	0	0	0
chr10:132577711-132577882	-0.1321759690382	0.0516695638046079	0.0329931667481702	-0.00519565899068257	FALSE	0	-0.016700745962696	-0.0653056495457072	-0.0635830603211113	-0.0162046513166278	FALSE	0	-0.0404485267865356	-0.0404485267865356	0.664709599072038	0.568919075802491	-0.0404485267865356	-0.0131772243690262	0.0272713024175094	0	0	0	0
chr10:132630055-132630226	-1.39321288676849	-1.13251125150273	-0.893953629467693	-0.772038935232346	FALSE	0	-0.028462793135951	-0.053572712729663	-0.0934662484501928	-0.00973975568452207	FALSE	0	-0.0463103775000822	-0.0463103775000822	0.0171652042043939	0.0048562844267446	-0.0463103775000822	-1.04792917574281	-1.00161879824273	1	1	0	0
chr10:132935241-132935412	-0.641747942778389	-0.581371060724369	-0.689822227478252	-0.607124076230112	FALSE	0	-0.205384881914633	-0.069249631358615	-0.079382896106149	0.0430084742471588	FALSE	0	-0.0777522337830596	-0.0777522337830596	0.00345412543454115	0.000448391196598263	-0.0777522337830596	-0.63001632680278	-0.552264093019721	1	0	0	0
chr10:133252827-133252998	-0.0406295163017965	-0.208284024600951	-0.223696393475354	-0.217755975960299	FALSE	0	0.0869356057280557	0.305695497669134	0.200055446808942	-0.126329923132572	FALSE	0	0.11658915676839	0.11658915676839	0.0912417112657602	0.0439272983912629	0.11658915676839	-0.1725914775846	-0.28918063435299	0	0	0	0
